Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"Enter our raffle and get a chance to win our Coffee &amp; Chocolate Fiesta Pack, a delicious and unique selection of locally sourced coffee and chocolates. Be sure to leave us your business card to follow-up – see you there!

Make an appointment with us now!

https://t.co/2qe9iJrkgK https://t.co/lCIZHyfpXl","Enter our raffle and get a chance to win our Coffee &amp; Chocolate Fiesta Pack, a delicious and unique selection of locally sourced coffee and chocolates. Be sure to leave us your business card to follow-up – see you there!

Make an appointment with us now!

 ",Enter our raffle and  et a chance to win our Coffee  amp  Chocolate Fiesta Pack  a delicious and unique selection of locally sourced coffee and chocolates  Be sure to leave us your business card to follow up   see you there   Make an appointment with us now    ,Enter our raffle and  et a chance to win our Coffee  amp  Chocolate Fiesta Pack  a delicious and unique selection of locally sourced coffee and chocolates  Be sure to leave us your business card to follow up   see you there   Make an appointment with us now    ,Enter our raffle and  et a chance to win our Coffee  amp  Chocolate Fiesta Pack  a delicious and unique selection of locally sourced coffee and chocolates  Be sure to leave us your business card to follow up   see you there   Make an appointment with us now    ,Enter raffle et chance win Coffee amp Chocolate Fiesta Pack delicious unique selection locally sourced coffee chocolates Be sure leave us business card follow see Make appointment us,Enter raffle et chance win Coffee amp Chocolate Fiesta Pack delicious unique selection locally sourced coffee chocolates Be sure leave us business card follow see Make appointment us,0.5349999999999999,0.6577777777777778,positive,0.031,0.577,0.391,0.9287
"Coffee with a view and nice breeze today in Costa Rica. 

#CostaRica #CoffeeAddict https://t.co/fpykTR3g5b","Coffee with a view and nice breeze today in Costa Rica. 

  ",Coffee with a view and nice breeze today in Costa Rica      ,Coffee with a view and nice breeze today in Costa Rica      ,Coffee with a view and nice breeze today in Costa Rica      ,Coffee view nice breeze today Costa Rica,Coffee view nice breeze today Costa Rica,0.6,1.0,positive,0.0,0.682,0.318,0.4215
@_tommiddlehurst No thank you Tom. Seems like a lifetime ago we meet for the first time at costa coffee . An excellent first season for you in non league and improved every week . I’ll watch your progress with interest. ❤️, No thank you Tom. Seems like a lifetime ago we meet for the first time at costa coffee . An excellent first season for you in non league and improved every week . I’ll watch your progress with interest. ❤️, No thank you Tom  Seems like a lifetime a o we meet for the first time at costa coffee   An excellent first season for you in non lea ue and improved every week   I ll watch your pro ress with interest    , No thank you Tom  Seems like a lifetime a o we meet for the first time at costa coffee   An excellent first season for you in non lea ue and improved every week   I ll watch your pro ress with interest    , No thank you Tom  Seems like a lifetime a o we meet for the first time at costa coffee   An excellent first season for you in non lea ue and improved every week   I ll watch your pro ress with interest    ,No thank Tom Seems like lifetime meet first time costa coffee An excellent first season non lea ue improved every week I watch pro ress interest,No thank Tom Seems like lifetime meet first time costa coffee An excellent first season non lea ue improved every week I watch pro ress interest,0.5,0.5555555555555555,positive,0.061,0.528,0.411,0.9118
"🛣️جديد طريق الملك سلمان 
☕️ كوستا
🏠 بالقرب من حي النرجس 
ليس إعلان
مع الشكر للجار عبدالكريم المهنا على الأحاطة 
Costa Coffee
https://t.co/nekJa7TKoW… https://t.co/wEZvdfAXYA","🛣️جديد طريق الملك سلمان 
☕️ كوستا
🏠 بالقرب من حي النرجس 
ليس إعلان
مع الشكر للجار عبدالكريم المهنا على الأحاطة 
Costa Coffee
 ",  جديد طريق الملك سلمان     كوستا   بالقرب من حي النرجس  ليس إعلان مع الشكر للجار عبدالكريم المهنا على الأحاطة  Costa Coffee  ,                            Costa Coffee  ,                            Costa Coffee  ,Costa Coffee,Costa Coffee,0.0,0.0,neutral,0.0,1.0,0.0,0.0
PEANUT BUTTER ICED COFFEE - World Famous in Costa Rica! Jaco Top 10 Restaurant.. OVER 48 DIFFERENT GOURMET BURGERS. Ph &amp; Whatsapp +506 2643 1010 / Order Now at: https://t.co/XsCTWr8Rha Or Download Our Apps: Android: https://t.co/23FqOSyMwq Or Apple: https://t.co/pCDYxpyzY3 https://t.co/CpFdCd622h,PEANUT BUTTER ICED COFFEE - World Famous in Costa Rica! Jaco Top 10 Restaurant.. OVER 48 DIFFERENT GOURMET BURGERS. Ph &amp; Whatsapp +506 2643 1010 / Order Now at:  Or Download Our Apps: Android:  Or Apple:  ,PEANUT BUTTER ICED COFFEE   World Famous in Costa Rica  Jaco Top 10 Restaurant   OVER 48 DIFFERENT GOURMET BURGERS  Ph  amp  Whatsapp  506 2643 1010   Order Now at   Or Download Our Apps  Android   Or Apple   ,PEANUT BUTTER ICED COFFEE   World Famous in Costa Rica  Jaco Top  Restaurant   OVER  DIFFERENT GOURMET BURGERS  Ph  amp  Whatsapp       Order Now at   Or Download Our Apps  Android   Or Apple   ,PEANUT BUTTER ICED COFFEE   World Famous in Costa Rica  Jaco Top  Restaurant   OVER  DIFFERENT GOURMET BURGERS  Ph  amp  Whatsapp       Order Now at   Or Download Our Apps  Android   Or Apple   ,PEANUT BUTTER ICED COFFEE World Famous Costa Rica Jaco Top Restaurant OVER DIFFERENT GOURMET BURGERS Ph amp Whatsapp Order Now Or Download Our Apps Android Or Apple,PEANUT BUTTER ICED COFFEE World Famous Costa Rica Jaco Top Restaurant OVER DIFFERENT GOURMET BURGERS Ph amp Whatsapp Order Now Or Download Our Apps Android Or Apple,0.3333333333333333,0.7000000000000001,positive,0.0,0.935,0.065,0.2023
"Tarun Jain, ex-CEO of Costa Coffee and COO of Nando's, takes over as CEO of Tim Hortons India. Tims growth is unstoppable, with 300 new stores worldwide - that's a latte stores per day ☕️ #TimsExpansion #GIVEAWAYLINK 💰

https://t.co/4jQAp8WKOO https://t.co/ht7duz2Ett","Tarun Jain, ex-CEO of Costa Coffee and COO of Nando's, takes over as CEO of Tim Hortons India. Tims growth is unstoppable, with 300 new stores worldwide - that's a latte stores per day ☕️   💰

 ",Tarun Jain  ex CEO of Costa Coffee and COO of Nando s  takes over as CEO of Tim Hortons India  Tims  rowth is unstoppable  with 300 new stores worldwide   that s a latte stores per day          ,Tarun Jain  ex CEO of Costa Coffee and COO of Nando s  takes over as CEO of Tim Hortons India  Tims  rowth is unstoppable  with  new stores worldwide   that s a latte stores per day          ,Tarun Jain  ex CEO of Costa Coffee and COO of Nando s  takes over as CEO of Tim Hortons India  Tims  rowth is unstoppable  with  new stores worldwide   that s a latte stores per day          ,Tarun Jain ex CEO Costa Coffee COO Nando takes CEO Tim Hortons India Tims rowth unstoppable new stores worldwide latte stores per day,Tarun Jain ex CEO Costa Coffee COO Nando takes CEO Tim Hortons India Tims rowth unstoppable new stores worldwide latte stores per day,0.13636363636363635,0.45454545454545453,negative,0.076,0.924,0.0,-0.2023
es q ya no es q le estén mandando un costa coffee a hybe (que ya es sketchy de todas formas) tía es q estas metiendo su dirección EN LA QUE VIVE (que no quiero ni imaginarme como ni por que sabes cual es) en una web random para comprarle una caja de 6 nuggets del mcdonalds,es q ya no es q le estén mandando un costa coffee a hybe (que ya es sketchy de todas formas) tía es q estas metiendo su dirección EN LA QUE VIVE (que no quiero ni imaginarme como ni por que sabes cual es) en una web random para comprarle una caja de 6 nuggets del mcdonalds,es q ya no es q le estén mandando un costa coffee a hybe  que ya es sketchy de todas formas  tía es q estas metiendo su dirección EN LA QUE VIVE  que no quiero ni ima inarme como ni por que sabes cual es  en una web random para comprarle una caja de 6 nu  ets del mcdonalds,es q ya no es q le estn mandando un costa coffee a hybe  que ya es sketchy de todas formas  ta es q estas metiendo su direccin EN LA QUE VIVE  que no quiero ni ima inarme como ni por que sabes cual es  en una web random para comprarle una caja de  nu  ets del mcdonalds,es q ya no es q le estn mandando un costa coffee a hybe  que ya es sketchy de todas formas  ta es q estas metiendo su direccin EN LA QUE VIVE  que no quiero ni ima inarme como ni por que sabes cual es  en una web random para comprarle una caja de  nu  ets del mcdonalds,es q ya es q le estn mandando un costa coffee hybe que ya es sketchy de todas formas ta es q estas metiendo su direccin EN LA QUE VIVE que quiero ni ima inarme como ni por que sabes cual es en una web random para comprarle una caja de nu ets del mcdonalds,es q ya es q le estn mandando un costa coffee hybe que ya es sketchy de todas formas ta es q estas metiendo su direccin EN LA QUE VIVE que quiero ni ima inarme como ni por que sabes cual es en una web random para comprarle una caja de nu ets del mcdonalds,-0.5,0.5,neutral,0.0,1.0,0.0,0.0
"نجرب الأيس وايت موكا 😍😍 من 
كوستا كوفي..بعد توصيه من صديقة البرنامج @somayahLaban ونسأل الله التساهيل ☺️😊 (@ Costa Coffee | Drive Thru in جدة, Mecca) https://t.co/lmZVrIkwLh https://t.co/zweCs6O7tg","نجرب الأيس وايت موكا 😍😍 من 
كوستا كوفي..بعد توصيه من صديقة البرنامج  ونسأل الله التساهيل ☺️😊 ( Costa Coffee | Drive Thru in جدة, Mecca)  ",نجرب الأيس وايت موكا    من  كوستا كوفي  بعد توصيه من صديقة البرنامج  ونسأل الله التساهيل       Costa Coffee   Drive Thru in جدة  Mecca   ,                           Costa Coffee   Drive Thru in   Mecca   ,                           Costa Coffee   Drive Thru in   Mecca   ,Costa Coffee Drive Thru Mecca,Costa Coffee Drive Thru Mecca,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@tastytefi Costa coffee should be a crime though., Costa coffee should be a crime though., Costa coffee should be a crime thou h , Costa coffee should be a crime thou h , Costa coffee should be a crime thou h ,Costa coffee crime thou h,Costa coffee crime thou h,0.0,0.0,negative,0.538,0.462,0.0,-0.5423
@ETimsNet @TobyonTV @chunkymark If I were going 1st class I'd be wanting something better than a Costa coffee out a machine in a paper cup!,   If I were going 1st class I'd be wanting something better than a Costa coffee out a machine in a paper cup!,   If I were  oin  1st class I d be wantin  somethin  better than a Costa coffee out a machine in a paper cup ,   If I were  oin  st class I d be wantin  somethin  better than a Costa coffee out a machine in a paper cup ,   If I were  oin  st class I d be wantin  somethin  better than a Costa coffee out a machine in a paper cup ,If I oin st class I wantin somethin better Costa coffee machine paper cup,If I oin st class I wantin somethin better Costa coffee machine paper cup,0.5,0.5,positive,0.0,0.791,0.209,0.4404
"Join us for coffee and journaling at Coffee Nature in Costa Mesa for an in-person Homework Halftime on Wednesday! Attendees will receive a discount on coffee &amp; pastries, and receive a journal packet in their flow room
For more information and to RSVP visit the link in our bio https://t.co/sXAJW9KO2X","Join us for coffee and journaling at Coffee Nature in Costa Mesa for an in-person Homework Halftime on Wednesday! Attendees will receive a discount on coffee &amp; pastries, and receive a journal packet in their flow room
For more information and to RSVP visit the link in our bio ",Join us for coffee and journalin  at Coffee Nature in Costa Mesa for an in person Homework Halftime on Wednesday  Attendees will receive a discount on coffee  amp  pastries  and receive a journal packet in their flow room For more information and to RSVP visit the link in our bio ,Join us for coffee and journalin  at Coffee Nature in Costa Mesa for an in person Homework Halftime on Wednesday  Attendees will receive a discount on coffee  amp  pastries  and receive a journal packet in their flow room For more information and to RSVP visit the link in our bio ,Join us for coffee and journalin  at Coffee Nature in Costa Mesa for an in person Homework Halftime on Wednesday  Attendees will receive a discount on coffee  amp  pastries  and receive a journal packet in their flow room For more information and to RSVP visit the link in our bio ,Join us coffee journalin Coffee Nature Costa Mesa person Homework Halftime Wednesday Attendees receive discount coffee amp pastries receive journal packet flow room For information RSVP visit link bio,Join us coffee journalin Coffee Nature Costa Mesa person Homework Halftime Wednesday Attendees receive discount coffee amp pastries receive journal packet flow room For information RSVP visit link bio,0.0,0.0,positive,0.0,0.927,0.073,0.296
"Excited to share the latest addition to my #etsy shop: coffee bean, ancient beads, handmade earrings, costa rica, coffeehouse chic, let's do coffee https://t.co/4QaxU82IOb #brown #fooddrink #gold #men #glass #avantgarde #earlobe #ericbshop https://t.co/m7HTxAekOb","Excited to share the latest addition to my  shop: coffee bean, ancient beads, handmade earrings, costa rica, coffeehouse chic, let's do coffee          ",Excited to share the latest addition to my  shop  coffee bean  ancient beads  handmade earrin s  costa rica  coffeehouse chic  let s do coffee          ,Excited to share the latest addition to my  shop  coffee bean  ancient beads  handmade earrin s  costa rica  coffeehouse chic  let s do coffee          ,Excited to share the latest addition to my  shop  coffee bean  ancient beads  handmade earrin s  costa rica  coffeehouse chic  let s do coffee          ,Excited share latest addition shop coffee bean ancient beads handmade earrin costa rica coffeehouse chic let coffee,Excited share latest addition shop coffee bean ancient beads handmade earrin costa rica coffeehouse chic let coffee,0.4375,0.825,positive,0.0,0.676,0.324,0.6908
